// HASH_VALUE 4E6651617D57DB99
// INDEX 0
abandon_mission	[&TSK&你放弃了一个任务。]
// INDEX 1619
effect_slow_attacks_end_spectators	[&SYS&$p$ 的战斗技能现在受到惩罚。]

// HASH_VALUE 28891F42D166E8CD
// INDEX 1620
effect_slow_attacks_end_target	[&SPL&你的攻击不再迟缓。]

// HASH_VALUE 605AB80A80C64331
// INDEX 1621
effect_slow_attacks_self_begin_actor	[&SPLM&你减缓了你自己的攻击。]

// HASH_VALUE 3D6AA2981CF01B90
// INDEX 1622
effect_slow_attacks_self_begin_spectators_creature	[&SYS&$c.da$ $c$ 减缓了它自己的攻击。]

// HASH_VALUE 8C6AA2981CE01790
// INDEX 1623
effect_slow_attacks_self_begin_spectators_npc_m	[&SYS&$b.da$ $b$ 减缓了他自己的攻击。]

// HASH_VALUE BA6AA2981CE01790
// INDEX 1624
effect_slow_attacks_self_begin_spectators_npc_f	[&SYS&$b.da$ $b$ 减缓了她自己的攻击。]

// HASH_VALUE 2D1D506FCA37F35C
// INDEX 1625
effect_slow_attacks_self_begin_spectator_player_m	[&SYS&$p$ 减缓了他自己的攻击。]

// HASH_VALUE 2D1D506FF837F315
// INDEX 1626
effect_slow_attacks_self_begin_spectator_player_f	[&SYS&$p$ 减缓了她自己的攻击。]

// HASH_VALUE FE1D8AAB8FB7A2D4
// INDEX 1627
effect_slow_move_begin_actor	[&SPLM&你减缓了 $e.da$ $e$。]

// HASH_VALUE 7723A341D205C433
// INDEX 1628
effect_slow_move_begin_spectator	[&SYS&$actor.da$ $actor$ 已使 $target.da$ $target$ 迟缓。]

// HASH_VALUE 33BAB147B0E34EDA
// INDEX 1629
effect_slow_move_begin_target	[&SPL&$e.da$ $e$ 减缓了你。]

// HASH_VALUE B8072A86F2E34EDA
// INDEX 1630
effect_slow_move_end_actor	[&SYS&$e.da$ $e$ 不再迟缓。]

// HASH_VALUE B8072A86F2E34EDA
// INDEX 1631
effect_slow_move_end_spectator	[&SYS&$e.da$ $e$ 不再迟缓。]

// HASH_VALUE 198F6B72EBAD8533
// INDEX 1632
effect_slow_move_end_target	[&SPL&你不再迟缓。]

// HASH_VALUE AE92C1854A76371C
// INDEX 1633
effect_slow_move_self_begin_creator	[&SPLM&你减缓了你自己。]

// HASH_VALUE 413D7E4E35805B5B
// INDEX 1634
effect_slow_move_self_begin_spectators_creature	[&SYS&$c.da$ $c$ 减缓了他自己。]

// HASH_VALUE 413D7E4E3570535B
// INDEX 1635
effect_slow_move_self_begin_spectators_npc_m	[&SYS&$b.da$ $b$ 减缓了他自己。]

// HASH_VALUE 6F3D7E4E3570535B
// INDEX 1636
effect_slow_move_self_begin_spectators_npc_f	[&SYS&$b.da$ $b$ 减缓了她自己。]

// HASH_VALUE 386A2C8C42A28E30
// INDEX 1637
effect_slow_move_self_begin_spectator_player_m	[&SYS&$p$ 减缓了他自己。]

// HASH_VALUE 386A2C8C42A28EA2
// INDEX 1638
effect_slow_move_self_begin_spectator_player_f	[&SYS&$p$ 减缓了她自己。]

// HASH_VALUE 6BCAA8EA3D993F5A
// INDEX 1639
effect_stench_begin_creator_m	[&SYS&$e.da$ $e$ 臭不可闻——大多数生灵都被熏得直恶心。]

// HASH_VALUE 6BCAA8EA3D993F5A
// INDEX 1640
effect_stench_begin_creator_f	[&SYS&$e.da$ $e$ 臭不可闻——大多数生灵都被熏得直恶心。]

// HASH_VALUE F4265A8EBF207664
// INDEX 1641
effect_stench_begin_spectators_m	[&SYS&$actor.da$ $actor$ 令 $target.da$ $target$ 臭不可闻——附近的一切生灵都将苦于恶臭。]

// HASH_VALUE F4265A8EBF207664
// INDEX 1642
effect_stench_begin_spectators_f	[&SYS&$actor.da$ $actor$ 令 $target.da$ $target$ 臭不可闻——附近的一切生灵都将苦于恶臭。]

// HASH_VALUE 791C3F396F42707A
// INDEX 1643
effect_stench_begin_target	[&SPL&$e.da$ $e$ 令你臭不可闻——附近的一切生灵都将苦于恶臭。]

// HASH_VALUE 70A02A86F2E34EDA
// INDEX 1644
effect_stench_end_creator	[&SYS&$e.da$ $e$ 不再发臭。]

// HASH_VALUE 70A02A86F2E34EDA
// INDEX 1645
effect_stench_end_spectators	[&SYS&$e.da$ $e$ 不再发臭。]

// HASH_VALUE 788FE7EBA3468512
// INDEX 1646
effect_stench_end_target	[&SPL&你不再发臭。]

// HASH_VALUE ED7833000C00AEA4
// INDEX 1647
effect_stench_lose_hp	[&SPL&$e.da$ $e$ 臭得你直恶心，失去 $i$ 点生命。]

// HASH_VALUE AFC591564479ECD3
// INDEX 1648
effect_stench_lose_hp_actor	[&SPL&你臭得 $e.da$ $e$ 直恶心，失去 $i$ 点生命。]

// HASH_VALUE DC31CABCB41F8CD7
// INDEX 1649
effect_stench_self_begin_actor	[&SPLM&你把自己弄得臭不可闻——附近的一切生灵都将苦于恶臭。]

// HASH_VALUE 97D732695C4D517A
// INDEX 1650
effect_stench_self_begin_spectators_creature	[&SYS&$c.da$ $c$ 把自己弄得臭不可闻——附近的一切生灵都将苦于恶臭。]

// HASH_VALUE 97D732695C3D4D7A
// INDEX 1651
effect_stench_self_begin_spectators_npc_m	[&SYS&$b.da$ $b$ 把自己弄得臭不可闻——附近的一切生灵都将苦于恶臭。]

// HASH_VALUE 97D732695C3D4D7A
// INDEX 1652
effect_stench_self_begin_spectators_npc_f	[&SYS&$b.da$ $b$ 把自己弄得臭不可闻——附近的一切生灵都将苦于恶臭。]

// HASH_VALUE DA1DD57667DC5A17
// INDEX 1653
effect_stench_self_begin_spectator_player_m	[&SYS&$p$ 把自己弄得臭不可闻——附近的一切生灵都将苦于恶臭。]

// HASH_VALUE 5497D57667DC5A17
// INDEX 1654
effect_stench_self_begin_spectator_player_f	[&SYS&$p$ 把自己弄得臭不可闻，>附近的一切生灵都将苦于恶臭。]

// HASH_VALUE FE1D8ABBF9B838D4
// INDEX 1655
effect_stun_begin_actor	[&SPLM&你眩晕了 $e.da$ $e$。]

// HASH_VALUE 7723E45AD205C433
// INDEX 1656
effect_stun_begin_spectator	[&SYS&$actor.da$ $actor$ 已使 $target.da$ $target$ 眩晕。]

// HASH_VALUE FC096594B0E34EDA
// INDEX 1657
effect_stun_begin_target	[&SPL&$e.da$ $e$ 将你眩晕。]

// HASH_VALUE EA04DF8CBF4066D0
// INDEX 1658
effect_stun_end_actor	[&SYS&$e.da$ $e$ 不再被眩晕。]

// HASH_VALUE EA04DF8CBF4066D0
// INDEX 1659
effect_stun_end_spectator	[&SYS&$e.da$ $e$ 不再被眩晕。]

// HASH_VALUE C9C4F42EC158A22E
// INDEX 1660
effect_stun_end_target	[&SPL&你不再被眩晕。]

// HASH_VALUE BC8AB77AE434AB93
// INDEX 1661
effect_stun_self_begin_actor	[&SPLM&你把自己眩晕了。]

// HASH_VALUE 6AD6EE2B3580368F
// INDEX 1662
effect_stun_self_begin_spectator_creature	[&SYS&$c.da$ $c$ 把自己眩晕了。]

// HASH_VALUE 6AD6EE2B35702E8F
// INDEX 1663
effect_stun_self_begin_spectator_npc_m	[&SYS&$b.da$ $b$ 把自己眩晕了。]

// HASH_VALUE 6AD6EE2B35702E8F
// INDEX 1664
effect_stun_self_begin_spectator_npc_f	[&SYS&$b.da$ $b$ 把自己眩晕了。]

// HASH_VALUE FCE6148C4270307A
// INDEX 1665
effect_stun_self_begin_spectator_player_m	[&SYS&$p$ 把自己眩晕了。]

// HASH_VALUE FCE6148C4270307A
// INDEX 1666
effect_stun_self_begin_spectator_player_f	[&SYS&$p$ 把自己眩晕了。]

// HASH_VALUE 5FEBC37D5B9D6666
// INDEX 1667
egs_answer_where	[&SYS&你的对手放弃了，你赢得了决斗。]

// HASH_VALUE 0751E296CEF0F090
// INDEX 1668
egs_answer_where_no_place	[&ZON&你正处于 $c$ 大陆 $r$ 地区。]

// HASH_VALUE 06DAE3BB32350C6A
// INDEX 1669
egs_enter_continent	[&ZON&你进入了 $p$。]

// HASH_VALUE 06DAE3BB32350C6A
// INDEX 1670
egs_enter_place	[&ZON&你进入了 $p$。]

// HASH_VALUE 06DAE3BBE071E71D
// INDEX 1671
egs_leave_continent	[&ZON&你离开了 $p$。]

// HASH_VALUE 06DAE3BBE071E71D
// INDEX 1672
egs_leave_place	[&ZON&你离开了 $p$。]

// HASH_VALUE 9325F7133CCE46A7
// INDEX 1673
egs_magic_lack_hp	[&CHKCB&你的生命不足以施放此法术。]

// HASH_VALUE 61AA50FF88BCDBD3
// INDEX 1674
egs_magic_lack_money	[&CHKCB&你的树液负载/金钱/种子不足以施放此法术。]

// HASH_VALUE 939C57133C45A6A7
// INDEX 1675
egs_magic_lack_sap	[&CHKCB&你的树液不足以施放此法术。]

// HASH_VALUE 14D3BE86A753CBBB
// INDEX 1676
emote_absentminded_nobody_m	[&EMT&$a$ 看起来像要做什么，却不清楚要做什么。]

// HASH_VALUE 14D3BE86A753CBBB
// INDEX 1677
emote_absentminded_nobody_f	[&EMT&$a$ 看起来像要做什么，却不清楚要做什么。]

// HASH_VALUE 76B2EA137E7B4461
// INDEX 1678
emote_absentminded_self	[&EMT&$a$ 忘了点什么——就是想不起来是什么。]

// HASH_VALUE 2E0AE48C42B0C294
// INDEX 1679
emote_absentminded_target	[&EMT&$a$ 忘了，$t$。]

// HASH_VALUE 2681643D8514B25D
// INDEX 1680
emote_adventurous_nobody	[&EMT&$a$ 需要有人一起冒险！]

// HASH_VALUE 8F918FF9EBC9A402
// INDEX 1681
emote_adventurous_self	[&EMT&$a$ 又去冒险了！]

// HASH_VALUE 72AD812F8EBC7A41
// INDEX 1682
emote_adventurous_target	[&EMT&$a$ 想和 $t$ 一起去冒险。]

// HASH_VALUE A82F14CC3284646F
// INDEX 1683
emote_aggressive_nobody	[&EMT&$a$ 看上去要惹事了。]

// HASH_VALUE 87A83C04EBE0A02B
// INDEX 1684
emote_aggressive_self	[&EMT&$a$ 没心情退让。]

// HASH_VALUE AE8932A5A39FE802
// INDEX 1685
emote_aggressive_target	[&EMT&$a$ 凑到 $t$ 脸前。]

// HASH_VALUE A82F14CCD778D00F
// INDEX 1686
emote_agree_nobody	[&EMT&$a$ 看上去和和气气。]

// HASH_VALUE B5376019279D69E3
// INDEX 1687
emote_agree_self_m	[&EMT&$a$ 赞同他自己的看法——毫无争议。]

// HASH_VALUE E3376019279D69E3
// INDEX 1688
emote_agree_self_f	[&EMT&$a$ 赞同她自己的看法——毫无争议。]

// HASH_VALUE BEF05EDC2E484890
// INDEX 1689
emote_agree_target	[&EMT&$a$ 同意 $t$ 的看法。]

// HASH_VALUE 8A8830DA6A879BCD
// INDEX 1690
emote_alert_nobody	[&EMT&$a$ 让所有人戒备起来。]

// HASH_VALUE D01A20FE44EE255F
// INDEX 1691
emote_alert_self_m	[&EMT&$a$ 向自己通报一件要事。]

// HASH_VALUE D01A20FE44EE255F
// INDEX 1692
emote_alert_self_f	[&EMT&$a$ 向自己通报一件要事。]

// HASH_VALUE DD3A1424B5C10107
// INDEX 1693
emote_alert_target	[&EMT&$a$ 向 $t$ 报警。]

// HASH_VALUE D44AA9C4EBE0FA77
// INDEX 1694
emote_altruist_nobody	[&EMT&$a$ 供养所有人。]

// HASH_VALUE 3291C03E61BFFA11
// INDEX 1695
emote_altruist_self_m	[&EMT&$a$ 慷慨分享——自己一点不留。]

// HASH_VALUE 3291C03E61BFFA11
// INDEX 1696
emote_altruist_self_f	[&EMT&$a$ 慷慨分享——自己一点不留。]

// HASH_VALUE B5616894066C1F98
// INDEX 1697
emote_altruist_target	[&EMT&$a$ 是她认识的最和善的 homin 之一。]

// HASH_VALUE 9C7F5BCCC6D93EED
// INDEX 1698
emote_amazed_nobody	[&EMT&$a$ 惊奇地环顾四周。]

// HASH_VALUE 0E162531239A407E
// INDEX 1699
emote_amazed_self_m	[&EMT&$a$ 连自己都吃了一惊。]

// HASH_VALUE 0E162531239A407E
// INDEX 1700
emote_amazed_self_f	[&EMT&$a$ 连自己都吃了一惊。]

// HASH_VALUE B2AAB886A2C002F8
// INDEX 1701
emote_amazed_target	[&EMT&$a$ 觉得 $t$ 总能带来惊喜。]

// HASH_VALUE F44B16CC676C2BA6
// INDEX 1702
emote_ambivalent_nobody	[&EMT&$a$ 没有特别的偏好。]

// HASH_VALUE 7D97E36B9F4EBE0A
// INDEX 1703
emote_ambivalent_self	[&EMT&$a$ 两边都行。]

// HASH_VALUE FB95084BB5C11E14
// INDEX 1704
emote_ambivalent_target	[&EMT&$a$ 向 $t$ 表示：这其实没什么大不了。]

// HASH_VALUE AB8538E8A54EBE6B
// INDEX 1705
emote_amused_nobody	[&EMT&$a$ 觉得有趣。]

// HASH_VALUE 3062D478E94EBE99
// INDEX 1706
emote_amused_self_m	[&EMT&$a$ 自娱自乐。]

// HASH_VALUE 3062D478E94EBE99
// INDEX 1707
emote_amused_self_f	[&EMT&$a$ 自娱自乐。]

// HASH_VALUE AEA0EDB0A39FEE6B
// INDEX 1708
emote_amused_target	[&EMT&$a$ 觉得 $t$ 很逗。]

// HASH_VALUE B3E0AAB8DDBE4D52
// INDEX 1709
emote_angry_nobody	[&EMT&$a$ 皱起眉头，明显动了气。]

// HASH_VALUE DC787F415112A040
// INDEX 1710
emote_angry_self_m	[&EMT&$a$ 不敢相信自己干了这事，正对自己大发雷霆。]

// HASH_VALUE DC787F415112A040
// INDEX 1711
emote_angry_self_f	[&EMT&$a$ 不敢相信自己干了这事，正对自己大发雷霆。]

// HASH_VALUE BFB05A7DA0EEF6E0
// INDEX 1712
emote_angry_target	[&EMT&$a$ 对 $t$ 相当恼火。]

// HASH_VALUE 207E159C0E4EBE56
// INDEX 1713
emote_annoyed_nobody	[&EMT&$a$ 心生不快。]

// HASH_VALUE BB97E2DFAFFA220E
// INDEX 1714
emote_annoyed_self_m	[&EMT&$a$ 惹得所有人烦——包括他自己。]

// HASH_VALUE E997E2DFAFFA220E
// INDEX 1715
emote_annoyed_self_f	[&EMT&$a$ 惹得所有人烦——包括她自己。]

// HASH_VALUE AF3E18A65D9FD59B
// INDEX 1716
emote_annoyed_target	[&EMT&$a$ 被 $t$ 惹恼了。]

// HASH_VALUE 6B7CBA3C1E4EBE97
// INDEX 1717
emote_apathetic_nobody	[&EMT&$a$ 满不在乎。]

// HASH_VALUE E3059E1813BC056A
// INDEX 1718
emote_apathetic_self	[&EMT&$a$ 想装出一副关切的样子——失败了。]

// HASH_VALUE E72DADA018782F88
// INDEX 1719
emote_apathetic_target	[&EMT&$a$ 明白 $t$ 的感受——只是似乎不太在乎。]

// HASH_VALUE BA98BC451E78133B
// INDEX 1720
emote_approve_nobody	[&EMT&$a$ 表示赞许。竖起大拇指！]

// HASH_VALUE 0D2A194EC043351D
// INDEX 1721
emote_approve_self_m	[&EMT&$a$ 给自己盖了一个认可的印章。]

// HASH_VALUE 0D2A194EC043351D
// INDEX 1722
emote_approve_self_f	[&EMT&$a$ 给自己盖了一个认可的印章。]

// HASH_VALUE B20A13CB37224F34
// INDEX 1723
emote_approve_target_m	[&EMT&$a$ 表示认可 $t$。]

// HASH_VALUE B20A13CB37224F34
// INDEX 1724
emote_approve_target_f	[&EMT&$a$ 表示认可 $t$。]

// HASH_VALUE 467942AF6E6D61A7
// INDEX 1725
emote_arrogant_nobody	[&EMT&$a$ 不敢相信人能傲慢到这种地步。]

// HASH_VALUE 5A4D4F3C874EBE94
// INDEX 1726
emote_arrogant_self	[&EMT&$a$ 势不可挡。]

// HASH_VALUE 860D46099C6BE239
// INDEX 1727
emote_arrogant_target	[&EMT&$a$ 察觉 $t$ 身上有几分傲气，也许？]

// HASH_VALUE BF9C7440F74D5E70
// INDEX 1728
emote_ashamed_nobody	[&EMT&$a$ 为你们所有人感到羞耻！]

// HASH_VALUE 2EC15B61EBE045CF
// INDEX 1729
emote_ashamed_self_m	[&EMT&$a$ 为自己羞愧。]

// HASH_VALUE 2EC15B61EBE045CF
// INDEX 1730
emote_ashamed_self_f	[&EMT&$a$ 为自己羞愧。]

// HASH_VALUE BFAF74409EEE8FE0
// INDEX 1731
emote_ashamed_target	[&EMT&$a$ 为 $t$ 感到羞耻。]

// HASH_VALUE B178A00A8E8004B4
// INDEX 1732
emote_belligerent_nobody	[&EMT&$a$ 一副要干仗的架势。]

// HASH_VALUE 3039E5400BCFBA17
// INDEX 1733
emote_belligerent_self_m	[&EMT&$a$ 与他自己明显意见相左。]

// HASH_VALUE 30C5E5400B5BBA17
// INDEX 1734
emote_belligerent_self_f	[&EMT&$a$ 与她自己明显意见相左。]

// HASH_VALUE 0C912D75493379D0
// INDEX 1735
emote_belligerent_target	[&EMT&$a$ 发现 $t$ 天性好斗。]

// HASH_VALUE 20A6A779284EBEDC
// INDEX 1736
emote_bitter_nobody	[&EMT&$a$ 愤愤不平。]

// HASH_VALUE 7C4D0A76EBE0BDED
// INDEX 1737
emote_bitter_self	[&EMT&$a$ 苦涩地一笑。]

// HASH_VALUE 971C0316660BF980
// INDEX 1738
emote_bitter_target	[&EMT&$a$ 并不怨怼——$t$，你问这个干什么？]

// HASH_VALUE CB200E92BF628992
// INDEX 1739
emote_bloodthirsty_nobody	[&EMT&$a$ 冲锋。]

// HASH_VALUE 23A2EBE709BFFAD0
// INDEX 1740
emote_bloodthirsty_self	[&EMT&$a$ 不怕见血——其实还挺喜欢。]

// HASH_VALUE DC2EFAC46E310A15
// INDEX 1741
emote_bloodthirsty_target	[&EMT&$a$ 寻思 $t$ 什么时候变得嗜血了。]

// HASH_VALUE CB726892BFB4E392
// INDEX 1742
emote_bored_nobody	[&EMT&$a$ 无聊。]

// HASH_VALUE 5F3C20B5D87EA58A
// INDEX 1743
emote_bored_self_m	[&EMT&$a$ 对手头的事百无聊赖。]

// HASH_VALUE 5F3C20B5D87EA58A
// INDEX 1744
emote_bored_self_f	[&EMT&$a$ 对手头的事百无聊赖。]

// HASH_VALUE BE4141B22E986490
// INDEX 1745
emote_bored_target	[&EMT&$a$ 认为 $t$ 很无趣。]

// HASH_VALUE 4878DEB8EBE0C4E2
// INDEX 1746
emote_bow_nobody	[&EMT&$a$ 恭敬地鞠躬。]

// HASH_VALUE AEFF5032F0C0BA79
// INDEX 1747
emote_bow_self_m	[&EMT&$a$ 冲着空气鞠躬，结果摸到了自己的脚尖。]

// HASH_VALUE AEFF5032F0C0BA79
// INDEX 1748
emote_bow_self_f	[&EMT&$a$ 冲着空气鞠躬，结果摸到了自己的脚尖。]

// HASH_VALUE DD3A14700EC10107
// INDEX 1749
emote_bow_target	[&EMT&$a$ 向 $t$ 鞠躬。]

// HASH_VALUE 926A8DE8A2397C77
// INDEX 1750
emote_brave_nobody	[&EMT&$a$ 给大家训话，鼓励他们勇敢。]

// HASH_VALUE 6E6495D5CA2C392F
// INDEX 1751
emote_brave_self_m	[&EMT&$a$ 鼓起了他全部的勇气。]

// HASH_VALUE 6E6495D5F82C39E8
// INDEX 1752
emote_brave_self_f	[&EMT&$a$ 鼓起了她全部的勇气。]

// HASH_VALUE BF486D27196779D0
// INDEX 1753
emote_brave_target	[&EMT&$a$ 认为 $t$ 非常勇敢。]

// HASH_VALUE DD91EAA058AA8104
// INDEX 1754
emote_bubbly_nobody	[&EMT&$a$ 满腔热情溢于言表——看来还挺有感染力。]

// HASH_VALUE A6282F395E44605B
// INDEX 1755
emote_bubbly_self_m	[&EMT&$a$ 把香槟洒自己身上了。哎呀。]

// HASH_VALUE A6282F395E44605B
// INDEX 1756
emote_bubbly_self_f	[&EMT&$a$ 把香槟洒自己身上了。哎呀。]

// HASH_VALUE AA1F7281065F63F8
// INDEX 1757
emote_bubbly_target	[&EMT&$a$ 被 $t$ 的活泼劲儿逗乐了。]

// HASH_VALUE BBD72C33E44EBE34
// INDEX 1758
emote_burp_nobody	[&EMT&$a$ 大声打嗝。]

// HASH_VALUE 67EEE0B5744EBE34
// INDEX 1759
emote_burp_self	[&EMT&$a$ 打了个嗝。]

// HASH_VALUE 0C99208FC00647D1
// INDEX 1760
emote_burp_target	[&EMT&$a$ 替 $t$ 打圆场。刚才那声响可真大！]

// HASH_VALUE D5F51D11280B2630
// INDEX 1761
emote_calmdown_nobody	[&EMT&$a$ 试图让大家冷静下来。]

// HASH_VALUE BFA80CBDB4EE27E0
// INDEX 1762
emote_calmdown_self	[&EMT&$a$ 被 $t$ 彻底折服。]

// HASH_VALUE 2E0B5FBF893EA432
// INDEX 1763
emote_calmdown_target	[&EMT&$a$ 忧心忡忡地看着 $t$，让他们冷静一下。]

// HASH_VALUE 2375DDCCEE4DC51E
// INDEX 1764
emote_calm_nobody	[&EMT&$a$ 浑身散发着安详。]

// HASH_VALUE C19C25907E4EBE35
// INDEX 1765
emote_calm_self	[&EMT&$a$ 安详平静。]

// HASH_VALUE AF2AE1CB37AF61FF
// INDEX 1766
emote_calm_target	[&EMT&$a$ 试着安抚 $t$。]

// HASH_VALUE 91A41CB72DBF8038
// INDEX 1767
emote_careful_nobody	[&EMT&$a$ 认为这里需要谨慎。]

// HASH_VALUE 05CA4BCC9A63906E
// INDEX 1768
emote_careful_self	[&EMT&$a$ 小心翼翼地前进。]

// HASH_VALUE AE97017BA39F6C25
// INDEX 1769
emote_careful_target	[&EMT&$a$ 提醒 $t$ 当心。]

// HASH_VALUE 31CAEC5C0FA52C39
// INDEX 1770
emote_careless_nobody	[&EMT&$a$ 觉得有人粗心大意，但没点名。]

// HASH_VALUE CAD1285117B8B506
// INDEX 1771
emote_careless_self	[&EMT&$a$ 满不在乎地耸耸肩。]

// HASH_VALUE 5E5DC2E47D25788C
// INDEX 1772
emote_careless_target	[&ITM&你刚花 1 点技能点习得"$s$"。]

// HASH_VALUE EBF688F18654ED7C
// INDEX 1773
emote_casual_nobody	[&EMT&$a$ 若无其事地环顾四周。]

// HASH_VALUE 3C642F49A44EBEE9
// INDEX 1774
emote_casual_self	[&EMT&$a$ 到处闲逛。]

// HASH_VALUE BF2AE0C362EE9CE0
// INDEX 1775
emote_casual_target	[&EMT&$a$ 问 $t$ 近况如何。]

// HASH_VALUE 00B5133684175648
// INDEX 1776
emote_chaotic_nobody	[&EMT&$a$ 觉得这一切乱得一塌糊涂。]

// HASH_VALUE 80947CDC3861E359
// INDEX 1777
emote_chaotic_self_m	[&EMT&$a$ 陶醉于自己制造的混乱。]

// HASH_VALUE 80947CDC3861E359
// INDEX 1778
emote_chaotic_self_f	[&EMT&$a$ 陶醉于自己制造的混乱。]

// HASH_VALUE FE386F4E65F65188
// INDEX 1779
emote_chaotic_target_m	[&EMT&$a$ 寻思 $t$ 是不是也觉得同样乱作一团。]

// HASH_VALUE 72219E01E69502F8
// INDEX 1780
emote_chaotic_target_f	[&EMT&$a$ 面无表情。无话可说，无事可做。]

// HASH_VALUE 1448DE8C4216B0F8
// INDEX 1781
emote_cheer_nobody	[&EMT&$a$ 为所有人鼓劲。]

// HASH_VALUE 4190C083EBC9F4B0
// INDEX 1782
emote_cheer_self	[&EMT&$a$ 欢呼。好耶！]

// HASH_VALUE AD9390D7BBA1480E
// INDEX 1783
emote_cheer_target	[&EMT&$a$ 为 $t$ 加油。上啊 $t$！]

// HASH_VALUE 21E5F03E8E7D8FE6
// INDEX 1784
emote_clinical_nobody	[&EMT&$a$ 打了个哈欠。也许是无聊，也许是累了。]

// HASH_VALUE F4EC11E2EBE04FE2
// INDEX 1785
emote_clinical_self_m	[&EMT&$a$ 审视他自己。]

// HASH_VALUE 227811E2EBE04FE2
// INDEX 1786
emote_clinical_self_f	[&EMT&$a$ 审视她自己。]

// HASH_VALUE BECE27332E94CD90
// INDEX 1787
emote_clinical_target	[&EMT&$a$ 观察 $t$ 记笔记。]

// HASH_VALUE 8BAB1AE4EBE05A53
// INDEX 1788
emote_cold_nobody	[&EMT&$a$ 冷冷地盯着。]

// HASH_VALUE 8A971A7D044EBEF8
// INDEX 1789
emote_cold_self	[&EMT&$a$ 冷若冰霜。]

// HASH_VALUE 5DE192DEA04AF8DB
// INDEX 1790
emote_cold_target	[&EMT&$a$ 冷冷地打量 $t$。]

// HASH_VALUE 35F5D6CCBC4307B3
// INDEX 1791
emote_compassionate_nobody	[&EMT&$a$ 报以同情的微笑。]

// HASH_VALUE 409C7A8C42C08E30
// INDEX 1792
emote_compassionate_self_m	[&EMT&$a$ 照顾好他自己。]

// HASH_VALUE 409C7A8C42C08EA2
// INDEX 1793
emote_compassionate_self_f	[&EMT&$a$ 照顾好她自己。]

// HASH_VALUE BFF2D9423AEEF6E0
// INDEX 1794
emote_compassionate_target	[&EMT&$a$ 对 $t$ 极为怜悯。]

// HASH_VALUE D70194220DAD2D7C
// INDEX 1795
emote_condescending_nobody	[&EMT&$a$ 环顾四周，一脸优越感。]

// HASH_VALUE E3AF9CDAFAF61811
// INDEX 1796
emote_condescending_self	[&EMT&$a$ 不喜欢居高临下的人。]

// HASH_VALUE D1A38A07AB7C6A59
// INDEX 1797
emote_condescending_target	[&EMT&$a$ 慢吞吞地对 $t$ 说话。]

// HASH_VALUE F6D8CF27BF4C1A74
// INDEX 1798
emote_confident_nobody	[&EMT&$a$ 昂首阔步，自信满满。]

// HASH_VALUE 6800CEA4E89E64B0
